Sport,Start Time,Weekofsy,Level,Key,Game Type,State Code,Away School,Home School,New Subs,Distance Between Schools,hour,day_of_week,month,year,day_of_year,is_friday,is_weekend,is_evening,is_primetime,home_school_hist_avg,away_school_hist_avg,matchup,is_repeat_matchup,State_Group
Football,12/13/2025 18:00,19,Varsity,gam2e8b40c078,regular season,CA,winters-high-school-winters-ca,samuel-f-b-morse-high-school-san-diego-ca,1,488.1302012,18,5,12,2025,347,0,1,1,0,2.6875,4.4,samuel-f-b-morse-high-school-san-diego-ca_vs_winters-high-school-winters-ca,0,CA
Football,12/13/2025 17:00,19,Varsity,gamd0d00ed38c,regular season,VA,kettle-run-high-school-nokesville-va,lake-taylor-high-school-norfolk-va,22,151.9884358,17,5,12,2025,347,0,1,0,0,3.4,7.444444444,lake-taylor-high-school-norfolk-va_vs_kettle-run-high-school-nokesville-va,0,VA
Football,12/13/2025 11:30,19,Varsity,gam61bf55305e,regular season,VA,north-stafford-high-school-stafford-va,oscar-smith-high-school-chesapeake-va,51,136.2162692,11,5,12,2025,347,0,1,0,0,15.33333333,8.777777778,oscar-smith-high-school-chesapeake-va_vs_north-stafford-high-school-stafford-va,0,VA
Football,12/12/2025 20:00,19,Varsity,gamb26e0aee6a,regular season,TX,stephenville-high-school-stephenville-tx,celina-high-school-celina-tx,78,116.7021685,20,4,12,2025,346,1,0,1,1,25.4,32.85714286,celina-high-school-celina-tx_vs_stephenville-high-school-stephenville-tx,0,TX
Football,12/12/2025 13:00,19,Varsity,gamd499bc3a84,regular season,LA,iowa-high-school-iowa-la,north-desoto-high-school-stonewall-la,120,145.5660014,13,4,12,2025,346,1,0,0,0,14.55,6.5,north-desoto-high-school-stonewall-la_vs_iowa-high-school-iowa-la,0,Other
Football,12/9/2025 19:30,19,Varsity,gamc95e42c010,regular season,CA,folsom-high-school-folsom-ca,cathedral-catholic-high-school-san-diego-ca,,451.1459657,19,1,12,2025,343,0,0,1,1,11,75.5,cathedral-catholic-high-school-san-diego-ca_vs_folsom-high-school-folsom-ca,0,CA
Football,12/8/2025 17:00,19,Varsity,gam5fab5bdcba,regular season,CT,sheehan-high-school-wallingford-ct,woodland-high-school-beacon-falls-ct,9,13.48084029,17,0,12,2025,342,0,0,0,0,15,11.72727273,woodland-high-school-beacon-falls-ct_vs_sheehan-high-school-wallingford-ct,0,Other
Football,12/8/2025 15:30,19,Varsity,gambb908d38ee,regular season,CT,ledyard-high-school-ledyard-ct,killingly-high-school-dayville-ct,3,29.83007028,15,0,12,2025,342,0,0,0,0,8.676470588,4.75,killingly-high-school-dayville-ct_vs_ledyard-high-school-ledyard-ct,1,Other
Football,12/6/2025 22:00,18,Varsity,gam544480931b,regular season,CA,pacifica-high-school-oxnard-oxnard-ca,granite-hills-high-school-el-cajon-el-cajon-ca,1,162.8174973,22,5,12,2025,340,0,1,1,0,8.681818182,13.45454545,granite-hills-high-school-el-cajon-el-cajon-ca_vs_pacifica-high-school-oxnard-oxnard-ca,0,CA
Football,12/6/2025 21:00,18,Varsity,gam6f9141ac9e,regular season,CA,santee-high-school-los-angeles-ca,south-el-monte-high-school-south-el-monte-ca,,12.59773923,21,5,12,2025,340,0,1,1,0,2.846153846,2.5,south-el-monte-high-school-south-el-monte-ca_vs_santee-high-school-los-angeles-ca,0,CA
Football,12/6/2025 14:00,18,Varsity,gamed066a5cbe,regular season,WA,tricities-prep-pasco-wa,toledo-high-school-toledo-wa,4,173.5625125,14,5,12,2025,340,0,1,0,0,5.555555556,4,toledo-high-school-toledo-wa_vs_tricities-prep-pasco-wa,0,WA
Football,12/6/2025 13:00,18,Varsity,gamd9b3fdad9f,regular season,VA,lafayette-high-school-williamsburg-va,loudoun-county-high-school-leesburg-va,17,131.6682856,13,5,12,2025,340,0,1,0,0,6,5.363636364,loudoun-county-high-school-leesburg-va_vs_lafayette-high-school-williamsburg-va,0,VA
Football,12/5/2025 20:00,18,Varsity,gam8f6cf4a034,regular season,TX,billy-ryan-high-school-denton-tx,aledo-high-school-aledo-tx,128,46.48467135,20,4,12,2025,339,1,0,1,1,27.09090909,16.42857143,aledo-high-school-aledo-tx_vs_billy-ryan-high-school-denton-tx,1,TX
Football,11/29/2025 22:00,17,Varsity,gam958f3b0b7b,regular season,CA,foothill-high-school-palo-cedro-palo-cedro-ca,chico-high-school-chico-ca,13,61.14756753,22,5,11,2025,333,0,1,1,0,6.1,6.545454545,chico-high-school-chico-ca_vs_foothill-high-school-palo-cedro-palo-cedro-ca,1,CA
Football,11/29/2025 22:00,17,Varsity,gam5659c7d8de,regular season,CA,la-habra-high-school-la-habra-ca,san-jacinto-high-school-san-jacinto-ca,46,57.65048159,22,5,11,2025,333,0,1,1,0,8.133333333,4.625,san-jacinto-high-school-san-jacinto-ca_vs_la-habra-high-school-la-habra-ca,0,CA
Football,11/29/2025 13:30,17,Varsity,gam03eeb1eb03,regular season,VA,ridgeview-high-school-clintwood-va,union-high-school-big-stone-gap-va,3,26.08403893,13,5,11,2025,333,0,1,0,0,34.6,30.29411765,union-high-school-big-stone-gap-va_vs_ridgeview-high-school-clintwood-va,1,VA
Football,11/29/2025 13:20,17,Varsity,gam9c26f39f79,regular season,VA,ridgeview-high-school-clintwood-va,union-high-school-big-stone-gap-va,169,26.08403893,13,5,11,2025,333,0,1,0,0,29,21.625,union-high-school-big-stone-gap-va_vs_ridgeview-high-school-clintwood-va,1,VA
Football,11/29/2025 6:00,17,Varsity,gam00153a8759,regular season,OR,henley-high-school-klamath-falls-or,cascade-senior-high-school-turner-or,3,193.6305883,6,5,11,2025,333,0,1,0,0,7.263157895,4.846153846,cascade-senior-high-school-turner-or_vs_henley-high-school-klamath-falls-or,1,OR
Football,11/28/2025 22:00,17,Varsity,gam4238d317c2,regular season,CA,pacifica-high-school-oxnard-oxnard-ca,palos-verdes-high-school-palos-verdes-estates-ca,32,52.57273796,22,4,11,2025,332,1,0,1,0,14.25,11.6,palos-verdes-high-school-palos-verdes-estates-ca_vs_pacifica-high-school-oxnard-oxnard-ca,0,CA
Football,11/28/2025 22:00,17,Varsity,gam8e6badb8fb,regular season,CA,woodbridge-high-school-irvine-ca,montebello-high-school-montebello-ca,3,29.5370754,22,4,11,2025,332,1,0,1,0,2.466666667,3.2,montebello-high-school-montebello-ca_vs_woodbridge-high-school-irvine-ca,0,CA
Football,11/28/2025 22:00,17,Varsity,gam9c9f60103c,regular season,CA,clayton-valley-charter-high-school-concord-ca,monte-vista-high-school-danville-danville-ca,,7.246423247,22,4,11,2025,332,1,0,1,0,6.947368421,17.33333333,monte-vista-high-school-danville-danville-ca_vs_clayton-valley-charter-high-school-concord-ca,1,CA
Football,11/28/2025 20:00,17,Varsity,gama59117aa5b,regular season,TN,centennial-high-school-franklin-tn,page-high-school-franklin-tn,128,6.929891874,20,4,11,2025,332,1,0,1,1,7.875,10.81818182,page-high-school-franklin-tn_vs_centennial-high-school-franklin-tn,0,TN
Football,11/28/2025 20:00,17,Varsity,gamceec21dcf7,regular season,TX,brazos-christian-school-bryan-tx,rosehill-christian-school-tomball-tx,1,54.27733966,20,4,11,2025,332,1,0,1,1,2.181818182,4.857142857,rosehill-christian-school-tomball-tx_vs_brazos-christian-school-bryan-tx,1,TX
Football,11/28/2025 20:00,17,Varsity,gam04fea3246a,regular season,TN,blackman-high-school-murfreesboro-tn,oakland-high-school-murfreesboro-tn,7,7.131707861,20,4,11,2025,332,1,0,1,1,,14.33333333,oakland-high-school-murfreesboro-tn_vs_blackman-high-school-murfreesboro-tn,0,TN
Football,11/28/2025 20:00,17,Varsity,gam56f0b04cd8,regular season,TN,southwind-high-school-memphis-tn,ravenwood-high-school-brentwood-tn,202,182.5427947,20,4,11,2025,332,1,0,1,1,15.95454545,17,ravenwood-high-school-brentwood-tn_vs_southwind-high-school-memphis-tn,0,TN
Football,11/28/2025 19:00,17,Varsity,game1b2518940,regular season,NC,reagan-ronald-high-school-pfafftown-nc,grimsley-high-school-greensboro-nc,30,31.20792338,19,4,11,2025,332,1,0,1,1,13.27586207,8.2,grimsley-high-school-greensboro-nc_vs_reagan-ronald-high-school-pfafftown-nc,1,NC
Football,11/28/2025 19:00,17,Varsity,gam58a806894b,regular season,TN,south-pittsburg-high-school-south-pittsburg-tn,cloudland-high-school-roan-mountain-tn,8,220.6726323,19,4,11,2025,332,1,0,1,1,4.5,12.7,cloudland-high-school-roan-mountain-tn_vs_south-pittsburg-high-school-south-pittsburg-tn,0,TN
Football,11/28/2025 19:00,17,Varsity,gama2c14adf9d,regular season,VA,poquoson-high-school-poquoson-va,armstrong-high-school-richmond-va,55,63.41984875,19,4,11,2025,332,1,0,1,1,4.647058824,4.3,armstrong-high-school-richmond-va_vs_poquoson-high-school-poquoson-va,0,VA
Football,11/28/2025 19:00,17,Varsity,gam1a50acb926,regular season,KY,woodford-county-high-school-versailles-ky,owensboro-high-school-owensboro-ky,223,131.4672956,19,4,11,2025,332,1,0,1,1,18.78571429,19.5,owensboro-high-school-owensboro-ky_vs_woodford-county-high-school-versailles-ky,0,Other
Football,11/28/2025 15:30,17,Varsity,gam181a28b6aa,regular season,OR,central-catholic-high-school-portland-or,lake-oswego-high-school-lake-oswego-or,55,7.113687716,15,4,11,2025,332,1,0,0,0,25.22222222,19.9,lake-oswego-high-school-lake-oswego-or_vs_central-catholic-high-school-portland-or,0,OR
Football,11/27/2025 18:45,17,Varsity,gamb806bcb5ea,regular season,CT,amity-high-school-woodbridge-ct,shelton-high-school-shelton-ct,1,6.285395268,18,3,11,2025,331,0,0,1,0,8.8,2.357142857,shelton-high-school-shelton-ct_vs_amity-high-school-woodbridge-ct,1,Other
Football,11/27/2025 11:00,17,Varsity,gam2f50336bb8,regular season,DC,coolidge-high-school-washington-dc,dunbar-high-school-washington-dc,22,4.126214131,11,3,11,2025,331,0,0,0,0,7.4,8,dunbar-high-school-washington-dc_vs_coolidge-high-school-washington-dc,1,Other
Football,11/27/2025 10:30,17,Varsity,gam0c5a6457d5,regular season,RI,ponaganset-high-school-north-scituate-ri,burrillville-high-school-harrisville-ri,6,7.593049516,10,3,11,2025,331,0,0,0,0,3.307692308,3.8,burrillville-high-school-harrisville-ri_vs_ponaganset-high-school-north-scituate-ri,1,Other
Football,11/27/2025 10:30,17,Varsity,gam5a0ae02134,regular season,NJ,malcolm-x-shabazz-high-school-newark-nj,weequahic-high-school-newark-nj,27,1.666082348,10,3,11,2025,331,0,0,0,0,8.461538462,6.416666667,weequahic-high-school-newark-nj_vs_malcolm-x-shabazz-high-school-newark-nj,1,Other
Football,11/27/2025 10:30,17,Varsity,gamf8504d3193,regular season,CT,jonathan-law-high-school-milford-ct,foran-high-school-milford-ct,2,4.09122777,10,3,11,2025,331,0,0,0,0,4.647058824,3.909090909,foran-high-school-milford-ct_vs_jonathan-law-high-school-milford-ct,1,Other
Football,11/27/2025 10:30,17,Varsity,gamf1df2e6eaf,regular season,CT,notre-damewest-haven-high-school-west-haven-ct,hamden-high-school-hamden-ct,2,5.870888706,10,3,11,2025,331,0,0,0,0,6.954545455,8.416666667,hamden-high-school-hamden-ct_vs_notre-damewest-haven-high-school-west-haven-ct,1,Other
Football,11/27/2025 10:15,17,Varsity,gamc5a8106311,regular season,RI,rogers-high-school-newport-ri,tiverton-high-school-tiverton-ri,,13.67258935,10,3,11,2025,331,0,0,0,0,1.571428571,2.857142857,tiverton-high-school-tiverton-ri_vs_rogers-high-school-newport-ri,0,Other
Football,11/27/2025 10:15,17,Varsity,gam2512566f91,regular season,CT,amity-high-school-woodbridge-ct,shelton-high-school-shelton-ct,3,6.285395268,10,3,11,2025,331,0,0,0,0,9.041666667,2.307692308,shelton-high-school-shelton-ct_vs_amity-high-school-woodbridge-ct,0,Other
Football,11/27/2025 10:15,17,Varsity,gam3fedd8e97e,regular season,CT,watertown-high-school-watertown-ct,torrington-high-school-torrington-ct,1,15.29578254,10,3,11,2025,331,0,0,0,0,2.764705882,2.166666667,torrington-high-school-torrington-ct_vs_watertown-high-school-watertown-ct,1,Other
Football,11/27/2025 10:00,17,Varsity,gamc56098b8f2,regular season,MA,dracut-high-school-dracut-ma,methuen-high-school-methuen-ma,4,9.219063654,10,3,11,2025,331,0,0,0,0,5.235294118,1.666666667,methuen-high-school-methuen-ma_vs_dracut-high-school-dracut-ma,1,Other
Football,11/27/2025 10:00,17,Varsity,gam06250ba05c,regular season,CT,st-joseph-high-school-trumbull-ct,trumbull-high-school-trumbull-ct,5,1.468033665,10,3,11,2025,331,0,0,0,0,8.882352941,10.25,trumbull-high-school-trumbull-ct_vs_st-joseph-high-school-trumbull-ct,1,Other
Football,11/27/2025 10:00,17,Varsity,gamb2db28152a,regular season,RI,cranston-high-school-east-cranston-ri,cranton-high-school-west-cranston-ri,,2.057381863,10,3,11,2025,331,0,0,0,0,5.8,2.333333333,cranton-high-school-west-cranston-ri_vs_cranston-high-school-east-cranston-ri,0,Other
Football,11/27/2025 10:00,17,Varsity,gam224df0ccc0,regular season,MA,marlborough-high-school-marlborough-ma,hudson-high-school-hudson-ma,4,2.135546998,10,3,11,2025,331,0,0,0,0,4.666666667,2,hudson-high-school-hudson-ma_vs_marlborough-high-school-marlborough-ma,1,Other
Football,11/27/2025 10:00,17,Varsity,gamd68d07199d,regular season,CT,branford-high-school-branford-ct,east-haven-high-school-east-haven-ct,3,3.275898851,10,3,11,2025,331,0,0,0,0,3.4,4,east-haven-high-school-east-haven-ct_vs_branford-high-school-branford-ct,1,Other
Football,11/27/2025 10:00,17,Varsity,gam21494739be,regular season,MA,smith-vocational-and-agricultural-high-school-northampton-ma,franklin-county-technical-high-school-turners-falls-ma,2,19.59399727,10,3,11,2025,331,0,0,0,0,2.833333333,2,franklin-county-technical-high-school-turners-falls-ma_vs_smith-vocational-and-agricultural-high-school-northampton-ma,0,Other
Football,11/27/2025 10:00,17,Varsity,gamcbfa52eb6a,regular season,MA,holliston-high-school-holliston-ma,westwood-high-school-westwood-ma,2,11.67644754,10,3,11,2025,331,0,0,0,0,3.444444444,3.666666667,westwood-high-school-westwood-ma_vs_holliston-high-school-holliston-ma,1,Other
Football,11/27/2025 10:00,17,Varsity,gam20ff137454,regular season,CT,darien-high-school-darien-ct,new-canaan-high-school-new-canaan-ct,11,2.973849925,10,3,11,2025,331,0,0,0,0,16.33333333,2.5,new-canaan-high-school-new-canaan-ct_vs_darien-high-school-darien-ct,0,Other
Football,11/27/2025 10:00,17,Varsity,gam050a78d9ed,regular season,RI,mt-hope-high-school-bristol-ri,barrington-high-school-barrington-ri,8,4.873041303,10,3,11,2025,331,0,0,0,0,5.142857143,3.125,barrington-high-school-barrington-ri_vs_mt-hope-high-school-bristol-ri,0,Other
Football,11/27/2025 10:00,17,Varsity,gam2e76453a87,regular season,RI,portsmouth-high-school-portsmouth-ri-2,middletown-high-school-middletown-ri,,,10,3,11,2025,331,0,0,0,0,2.7,7,middletown-high-school-middletown-ri_vs_portsmouth-high-school-portsmouth-ri-2,0,Other
Football,11/27/2025 10:00,17,Varsity,game442cb2856,regular season,MA,norton-high-school-norton-ma,bellingham-high-school-bellingham-ma,,16.05419184,10,3,11,2025,331,0,0,0,0,3.388888889,2.666666667,bellingham-high-school-bellingham-ma_vs_norton-high-school-norton-ma,1,Other
Football,11/27/2025 10:00,17,Varsity,gam0c085b852f,regular season,CT,bridgeport-central-high-school-bridgeport-ct,harding-high-school-bridgeport-ct,2,1.971361622,10,3,11,2025,331,0,0,0,0,3.333333333,2.333333333,harding-high-school-bridgeport-ct_vs_bridgeport-central-high-school-bridgeport-ct,1,Other
Football,11/27/2025 10:00,17,Varsity,gamd10876ed09,regular season,MA,uxbridge-high-school-uxbridge-ma,northbridge-high-school-whitinsville-ma,7,4.042488253,10,3,11,2025,331,0,0,0,0,3.6,3.75,northbridge-high-school-whitinsville-ma_vs_uxbridge-high-school-uxbridge-ma,0,Other
Football,11/27/2025 10:00,17,Varsity,gam80f472f4ee,regular season,CT,sheehan-high-school-wallingford-ct,lyman-hall-high-school-wallingford-ct,24,3.425893524,10,3,11,2025,331,0,0,0,0,3.6875,10.5,lyman-hall-high-school-wallingford-ct_vs_sheehan-high-school-wallingford-ct,1,Other
Football,11/27/2025 10:00,17,Varsity,gam659da97276,regular season,MA,diman-regional-vocational-technical-high-school-fall-river-ma,greater-new-bedford-regional-vocational-technical-high-school-new-bedford-ma,2,9.758276932,10,3,11,2025,331,0,0,0,0,2.928571429,2.25,greater-new-bedford-regional-vocational-technical-high-school-new-bedford-ma_vs_diman-regional-vocational-technical-high-school-fall-river-ma,1,Other
Football,11/27/2025 10:00,17,Varsity,gam42453adf23,regular season,CT,norwich-free-academy-high-school-norwich-ct,new-london-high-school-new-london-ct,9,12.49529729,10,3,11,2025,331,0,0,0,0,4.842105263,6,new-london-high-school-new-london-ct_vs_norwich-free-academy-high-school-norwich-ct,1,Other
Football,11/27/2025 10:00,17,Varsity,gam28bb9a6358,regular season,CT,stratford-high-school-stratford-ct,bunnell-high-school-stratford-ct,4,1.965930411,10,3,11,2025,331,0,0,0,0,4.5,2.333333333,bunnell-high-school-stratford-ct_vs_stratford-high-school-stratford-ct,1,Other
Football,11/27/2025 10:00,17,Varsity,gam61af5999a3,regular season,CT,cheshire-high-school-cheshire-ct,southington-high-school-southington-ct,34,9.051956015,10,3,11,2025,331,0,0,0,0,37,11.54545455,southington-high-school-southington-ct_vs_cheshire-high-school-cheshire-ct,1,Other
Football,11/27/2025 10:00,17,Varsity,gam2f405e0a83,regular season,MA,doherty-memorial-high-school-worcester-ma,burncoat-high-school-worcester-ma,2,2.579765867,10,3,11,2025,331,0,0,0,0,1.666666667,1,burncoat-high-school-worcester-ma_vs_doherty-memorial-high-school-worcester-ma,1,Other
Football,11/27/2025 10:00,17,Varsity,game25ca4b32d,regular season,MA,agawam-high-school-agawam-ma,west-springfield-high-school-west-springfield-ma,8,3.393087288,10,3,11,2025,331,0,0,0,0,2.941176471,2.666666667,west-springfield-high-school-west-springfield-ma_vs_agawam-high-school-agawam-ma,1,Other
Football,11/27/2025 10:00,17,Varsity,gam109436e01a,regular season,MA,old-rochester-regional-high-school-mattapoisett-ma,apponequet-regional-high-school-lakeville-ma,6,13.34508539,10,3,11,2025,331,0,0,0,0,2.722222222,3.285714286,apponequet-regional-high-school-lakeville-ma_vs_old-rochester-regional-high-school-mattapoisett-ma,1,Other
Football,11/27/2025 10:00,17,Varsity,gam62a6ba28ae,regular season,MA,ralph-c-mahar-regional-high-school-orange-ma,athol-high-school-athol-ma,3,5.030277914,10,3,11,2025,331,0,0,0,0,1.529411765,1.5,athol-high-school-athol-ma_vs_ralph-c-mahar-regional-high-school-orange-ma,1,Other
Football,11/27/2025 10:00,17,Varsity,gam319818be82,regular season,CT,fitch-high-school-groton-ct,ledyard-high-school-ledyard-ct,6,6.807401106,10,3,11,2025,331,0,0,0,0,5.65,5.454545455,ledyard-high-school-ledyard-ct_vs_fitch-high-school-groton-ct,1,Other
Football,11/27/2025 10:00,17,Varsity,gam6d67130464,regular season,CT,east-lyme-high-school-east-lyme-ct,waterford-high-school-waterford-ct,13,4.743935898,10,3,11,2025,331,0,0,0,0,4.863636364,7.230769231,waterford-high-school-waterford-ct_vs_east-lyme-high-school-east-lyme-ct,1,Other
Football,11/27/2025 10:00,17,Varsity,gamc08f2143b1,regular season,RI,stonington-high-school-stonington-ct,westerly-high-school-westerly-ri,6,2.248729954,10,3,11,2025,331,0,0,0,0,4.461538462,5.6,westerly-high-school-westerly-ri_vs_stonington-high-school-stonington-ct,1,Other
Football,11/27/2025 10:00,17,Varsity,gam98663a9463,regular season,CT,derby-high-school-derby-ct,oxford-high-school-oxford-ct,,3.989861111,10,3,11,2025,331,0,0,0,0,2.428571429,3.714285714,oxford-high-school-oxford-ct_vs_derby-high-school-derby-ct,1,Other
Football,11/27/2025 10:00,17,Varsity,gam908001d80b,regular season,MA,south-hadley-high-school-south-hadley-ma,holyoke-high-school-holyoke-ma,1,2.690464967,10,3,11,2025,331,0,0,0,0,2.7,2.333333333,holyoke-high-school-holyoke-ma_vs_south-hadley-high-school-south-hadley-ma,0,Other
Football,11/27/2025 10:00,17,Varsity,gamde5e5f1f81,regular season,MA,barnstable-high-school-barnstable-ma,falmouth-high-school-falmouth-ma,10,15.44891616,10,3,11,2025,331,0,0,0,0,3.565217391,6,falmouth-high-school-falmouth-ma_vs_barnstable-high-school-barnstable-ma,1,Other
Football,11/27/2025 10:00,17,Varsity,gama5f1f4730c,regular season,CT,woodstock-academy-high-school-woodstock-ct,killingly-high-school-dayville-ct,4,8.200561061,10,3,11,2025,331,0,0,0,0,8.818181818,5.4,killingly-high-school-dayville-ct_vs_woodstock-academy-high-school-woodstock-ct,1,Other
Football,11/27/2025 9:45,17,Varsity,gam09e0a5c823,regular season,CT,new-milford-high-school-new-milford-ct,new-fairfield-high-school-new-fairfield-ct,6,6.26164926,9,3,11,2025,331,0,0,0,0,2.294117647,4.461538462,new-fairfield-high-school-new-fairfield-ct_vs_new-milford-high-school-new-milford-ct,1,Other
Football,11/27/2025 9:45,17,Varsity,gam123d88973a,regular season,MA,norton-high-school-norton-ma,bellingham-high-school-bellingham-ma,1,16.05419184,9,3,11,2025,331,0,0,0,0,3.529411765,2.875,bellingham-high-school-bellingham-ma_vs_norton-high-school-norton-ma,1,Other
Football,11/27/2025 9:45,17,Varsity,gamdb1eb40570,regular season,CT,griswold-high-school-griswold-ct,plainfield-high-school-plainfield-ct,24,10.18384957,9,3,11,2025,331,0,0,0,0,,2.4,plainfield-high-school-plainfield-ct_vs_griswold-high-school-griswold-ct,0,Other
Football,11/27/2025 9:30,17,Varsity,gam9e4d4ae67d,regular season,CT,woodstock-academy-high-school-woodstock-ct,killingly-high-school-dayville-ct,14,8.200561061,9,3,11,2025,331,0,0,0,0,8.65625,4.444444444,killingly-high-school-dayville-ct_vs_woodstock-academy-high-school-woodstock-ct,1,Other
Football,11/27/2025 9:15,17,Varsity,gamc8ab871eb4,regular season,CT,weston-high-school-weston-ct,joel-barlow-high-school-redding-ct,14,6.490251161,9,3,11,2025,331,0,0,0,0,5.470588235,2.846153846,joel-barlow-high-school-redding-ct_vs_weston-high-school-weston-ct,1,Other
Football,11/26/2025 21:40,17,Varsity,gam476c6912d0,regular season,CT,guilford-high-school-guilford-ct,daniel-hand-high-school-madison-ct,1,5.025231894,21,2,11,2025,330,0,0,1,0,12.39130435,7.6,daniel-hand-high-school-madison-ct_vs_guilford-high-school-guilford-ct,1,Other
Football,11/26/2025 18:00,17,Varsity,gam60d29bce32,regular season,CT,gilbert-high-school-winsted-ct,st-paul-catholic-high-school-bristol-ct,1,17.12551817,18,2,11,2025,330,0,0,1,0,3.176470588,2.571428571,st-paul-catholic-high-school-bristol-ct_vs_gilbert-high-school-winsted-ct,1,Other
Football,11/26/2025 18:00,17,Varsity,gam90ee8a276f,regular season,RI,scituate-high-school-north-scituate-ri,johnston-senior-high-school-johnston-ri,1,6.16460896,18,2,11,2025,330,0,0,1,0,2.818181818,2,johnston-senior-high-school-johnston-ri_vs_scituate-high-school-north-scituate-ri,1,Other
Football,11/26/2025 18:00,17,Varsity,gam777da3307d,regular season,RI,scituate-high-school-north-scituate-ri,johnston-senior-high-school-johnston-ri,,6.16460896,18,2,11,2025,330,0,0,1,0,2.666666667,1.5,johnston-senior-high-school-johnston-ri_vs_scituate-high-school-north-scituate-ri,1,Other
Football,11/26/2025 18:00,17,Varsity,gam27c49133e7,regular season,RI,south-kingstown-high-school-wakefield-ri,north-kingstown-high-school-north-kingstown-ri,1,7.959399092,18,2,11,2025,330,0,0,1,0,6.722222222,4.375,north-kingstown-high-school-north-kingstown-ri_vs_south-kingstown-high-school-wakefield-ri,1,Other
Football,11/26/2025 18:00,17,Varsity,gam24a232a115,regular season,CT,seymour-high-school-seymour-ct,woodland-high-school-beacon-falls-ct,38,2.802812603,18,2,11,2025,330,0,0,1,0,9.25,2.888888889,woodland-high-school-beacon-falls-ct_vs_seymour-high-school-seymour-ct,0,Other
Football,11/26/2025 18:00,17,Varsity,gamec53bdedd4,regular season,CT,bethel-high-school-bethel-ct,brookfield-high-school-brookfield-ct,2,6.932806066,18,2,11,2025,330,0,0,1,0,3.833333333,3.733333333,brookfield-high-school-brookfield-ct_vs_bethel-high-school-bethel-ct,1,Other
Football,11/26/2025 18:00,17,Varsity,gam6a663df6e3,regular season,CT,windsor-locks-high-school-windsor-locks-ct,stafford-high-school-stafford-springs-ct,1,17.59736166,18,2,11,2025,330,0,0,1,0,2.5,2,stafford-high-school-stafford-springs-ct_vs_windsor-locks-high-school-windsor-locks-ct,1,Other
Football,11/26/2025 18:00,17,Varsity,gam61a67957c3,regular season,CT,north-haven-high-school-north-haven-ct,west-haven-high-school-west-haven-ct-2,6,9.286981441,18,2,11,2025,330,0,0,1,0,8.913043478,10.75,west-haven-high-school-west-haven-ct-2_vs_north-haven-high-school-north-haven-ct,1,Other
Football,11/26/2025 18:00,17,Varsity,gam0dd23666ae,regular season,CT,plainville-high-school-plainville-ct,farmington-high-school-farmington-ct,3,5.906587704,18,2,11,2025,330,0,0,1,0,3.384615385,2.285714286,farmington-high-school-farmington-ct_vs_plainville-high-school-plainville-ct,1,Other
Football,11/26/2025 18:00,17,Varsity,gamf1e843ddfc,regular season,MA,ware-high-school-ware-ma,quaboag-regional-high-school-warren-ma,1,4.354053685,18,2,11,2025,330,0,0,1,0,2.066666667,1.4,quaboag-regional-high-school-warren-ma_vs_ware-high-school-ware-ma,1,Other
Football,11/26/2025 18:00,17,Varsity,gam575ec95069,regular season,CT,north-branford-high-school-no-branford-ct,coginchaug-high-school-durham-ct,1,11.87574503,18,2,11,2025,330,0,0,1,0,2.666666667,2.8,coginchaug-high-school-durham-ct_vs_north-branford-high-school-no-branford-ct,1,Other
Football,11/26/2025 18:00,17,Varsity,gam410454243c,regular season,CT,masuk-high-school-monroe-ct,newtown-high-school-sandy-hook-ct,13,5.802017601,18,2,11,2025,330,0,0,1,0,10.92307692,7.5625,newtown-high-school-sandy-hook-ct_vs_masuk-high-school-monroe-ct,1,Other
Football,11/26/2025 17:30,17,Varsity,gam9fccb2e838,regular season,CT,guilford-high-school-guilford-ct,daniel-hand-high-school-madison-ct,42,5.025231894,17,2,11,2025,330,0,0,0,0,11.04545455,5.142857143,daniel-hand-high-school-madison-ct_vs_guilford-high-school-guilford-ct,1,Other
Football,11/26/2025 17:00,17,Varsity,gam0b8b030b5a,regular season,MA,central-high-school-providence-ri,somerset-berkley-regional-high-school-somerset-ma,4,14.85807032,17,2,11,2025,330,0,0,0,0,3.75,,somerset-berkley-regional-high-school-somerset-ma_vs_central-high-school-providence-ri,0,Other
Football,11/26/2025 17:00,17,Varsity,gam28bacf6850,regular season,MA,southeastern-regional-vocational-technical-high-school-south-easton-ma,south-shore-vocational-technical-high-school-hanover-ma,4,14.69842759,17,2,11,2025,330,0,0,0,0,2.222222222,2.4,south-shore-vocational-technical-high-school-hanover-ma_vs_southeastern-regional-vocational-technical-high-school-south-easton-ma,0,Other
Football,11/26/2025 17:00,17,Varsity,gam36c6c16c56,regular season,RI,smithfield-high-school-esmond-ri,north-providence-high-school-north-providence-ri,1,4.596522023,17,2,11,2025,330,0,0,0,0,1.857142857,1.8,north-providence-high-school-north-providence-ri_vs_smithfield-high-school-esmond-ri,1,Other
Football,11/26/2025 12:00,17,Varsity,gama663f3af65,regular season,MA,north-high-school-worcester-ma,south-high-community-school-worcester-ma,1,,12,2,11,2025,330,0,0,0,0,1.555555556,2,south-high-community-school-worcester-ma_vs_north-high-school-worcester-ma,0,Other
